,X_centroid,Y_centroid,cell_area,nucleus_area,phenotype,sample_id
cell_00024,808.0358550924141,990.1462973770925,135.8525002275163,58.38173288395648,tumor,demo_sample
cell_00025,2265.5762321262346,96.74379509554709,126.59407619986838,69.01303731424521,stromal,demo_sample
cell_00026,348.1273231757436,433.2404793307629,125.50912646534331,64.06680097792973,stromal,demo_sample
cell_00027,7.5981263823954315,726.724613116286,116.51740223125803,63.0020315690707,tumor,demo_sample
cell_00028,2758.483245533917,1849.02605245233,78.71865643268575,40.119903055569324,stromal,demo_sample
cell_00029,2020.3386274802103,954.475794076363,127.71907823262796,42.959725161756666,tumor,demo_sample
cell_00030,2918.5458419594784,2619.407021866232,165.62486424297487,94.61616271046252,stromal,demo_sample
cell_00031,2071.415918657076,25.84770869610553,146.9224128323117,69.07787517180682,stromal,demo_sample
cell_00032,1056.9235487152753,2643.7211767677763,172.8972660877065,38.59232504462392,tumor,demo_sample
cell_00033,2119.1323901241444,155.94948889224835,100.97970272594671,56.112164364171505,stromal,demo_sample
cell_00034,2371.392329002865,1546.6904838363937,116.46504656273753,28.17586292216855,tumor,demo_sample
cell_00035,123.80425927222294,2410.7518555639235,173.5250605260766,63.636582992780696,tumor,demo_sample
cell_00036,2481.89444814411,2130.3987429883223,111.40407745432125,44.58140075998329,stromal,demo_sample
cell_00037,1364.5559936112193,2865.2856128354583,136.3051790148434,50.2281203780286,stromal,demo_sample
cell_00038,794.8612734527273,1329.2588538427324,139.41331873550916,69.77711342361033,stromal,demo_sample
cell_00039,1476.9756343432477,1976.5539702853719,146.29725423265296,32.291699137415094,stromal,demo_sample
cell_00040,34.60189251937973,1420.433629073156,122.21308341718121,59.84717154131389,tumor,demo_sample
cell_00041,696.2111709245011,1871.859384670159,61.555192485667725,30.56127889758915,tumor,demo_sample
cell_00042,1700.9545538659313,190.20087711057622,142.95024458050725,30.075324801955123,tumor,demo_sample
cell_00043,448.19227904158066,2193.2642413047483,134.30441039070783,34.5484521420986,tumor,demo_sample
cell_00044,2619.750899157191,2228.363353883402,119.84194504193853,41.9342522686268,stromal,demo_sample
cell_00045,2958.783004680707,1437.2899138837204,100.37946298656055,42.107344436265855,stromal,demo_sample
cell_00046,440.95384879981657,769.082606931227,105.79991208040866,27.924380727465508,stromal,demo_sample
cell_00047,2144.712362023939,346.21056091575576,85.91362705681941,47.34142789527008,stromal,demo_sample
cell_00048,2273.979826655159,1732.5731142912039,94.76140627588049,52.777559552627594,tumor,demo_sample
cell_00049,1180.9423807398264,2268.6651377629705,121.6207695800837,27.26452426757382,tumor,demo_sample
cell_00050,2226.8682739899727,1175.8050916739364,166.13877123364807,46.80771899000158,tumor,demo_sample
cell_00051,2903.7611251165176,2952.959698147327,168.34461460931175,71.20884976264139,stromal,demo_sample
cell_00052,2272.8109763689854,424.07290230805427,120.74765323823368,44.63205831563903,tumor,demo_sample
cell_00053,2442.156660159597,898.9852378752244,173.57554479165876,96.25490906510956,stromal,demo_sample
cell_00054,1808.2561930881411,1110.8590047902458,98.36970202332238,40.64678398691275,stromal,demo_sample
cell_00055,2626.8063988841686,1974.0579245590377,139.10233236727476,67.73446737917442,stromal,demo_sample
cell_00056,2720.6858833702036,57.873885377158764,123.2229009535269,52.635720484535014,tumor,demo_sample
cell_00057,745.3626569705775,1622.1288840502743,120.72342533184748,65.11203583620187,tumor,demo_sample
cell_00058,434.2579994736839,1941.871753604038,117.91227899479286,67.94713484151927,tumor,demo_sample
cell_00059,1205.2473646922388,2205.4282015461645,116.42973897631285,25.5120846368642,stromal,demo_sample
cell_00060,959.3862697892216,1133.3476270423014,90.38539470387556,49.424252062309556,stromal,demo_sample
cell_00061,1452.8676162230288,2692.7819748720067,140.88044876036014,63.999519188011476,stromal,demo_sample
cell_00062,1309.082182692296,629.5826555169328,89.37967959012823,52.33671816519435,stromal,demo_sample
cell_00063,533.7616175521574,1718.9290883106405,128.9637213386545,65.35104934478349,tumor,demo_sample
cell_00064,1584.3413673533835,1442.5173350221307,119.00694017547579,71.22598775647587,tumor,demo_sample
cell_00065,1046.3941477481908,2900.732265287369,106.21942330388308,42.91686994520818,stromal,demo_sample
cell_00066,2632.9283010077415,849.8773081010045,113.79133838207723,55.38519083140335,tumor,demo_sample
cell_00067,2615.8311600686634,1158.4228847616987,120.90721893399869,52.92574053497673,stromal,demo_sample
cell_00068,1444.6029175114436,2092.4272973081884,119.83015243785665,37.23966613956257,tumor,demo_sample
cell_00069,465.60586427126293,2088.323774664198,109.43282860424235,35.44073398920281,stromal,demo_sample
cell_00070,2454.617108604996,135.01728697092352,150.74928654332152,50.02079876644024,tumor,demo_sample
cell_00071,442.61637423591606,991.0258103610752,101.00804777231096,58.26698718786346,tumor,demo_sample
cell_00072,1125.8538821924924,657.2359591380964,170.34581083312835,76.6138828573884,stromal,demo_sample
cell_00073,949.4837097115069,2758.036020096278,139.03799211811952,79.0708841426513,stromal,demo_sample
cell_00074,1581.5768914931143,2374.7372588089142,146.5533950037711,75.79487269454022,tumor,demo_sample
cell_00075,2533.9392691604685,2693.3432913587285,144.01335389969773,45.2671512110997,tumor,demo_sample
cell_00076,219.77449249953295,766.49773581416,104.50259383452848,29.769119218846196,tumor,demo_sample
cell_00077,655.5305000723032,972.0708519480625,131.59136088244546,61.39459650788583,tumor,demo_sample
cell_00078,899.4760816219647,939.9052411119005,48.08582439301388,26.39352996597907,stromal,demo_sample
cell_00079,2996.6914445372395,2450.427234098284,146.5070517690474,53.47535505854185,stromal,demo_sample
cell_00080,947.7243228997612,2986.986029885609,125.74259619803186,32.36029499967348,stromal,demo_sample
cell_00081,2825.585853420576,258.34805022436956,125.36982664112983,64.14467157934617,tumor,demo_sample
cell_00082,413.00561986368524,578.3308117623568,100.26629773601604,20.380249191535032,tumor,demo_sample
cell_00083,657.0100329045647,2226.0707120451966,118.43050449930577,35.57547824962024,stromal,demo_sample
cell_00084,576.0534594797012,794.1517728907857,129.857101559886,57.07712278706266,stromal,demo_sample
cell_00085,641.3665516469133,2020.4149779402057,182.15491657003037,79.96081089984406,stromal,demo_sample
cell_00086,1236.7891729438686,810.7187730195542,70.64827872973865,17.030261200258195,tumor,demo_sample
cell_00087,769.8257565163825,1487.2991358934778,139.53553428876222,82.4288648610464,stromal,demo_sample
cell_00088,1872.02702619951,1294.945434377767,122.4534961977176,60.58491821014188,tumor,demo_sample
cell_00089,824.7108457118936,1474.5067157222234,87.51628433984231,42.81902555440203,stromal,demo_sample
cell_00090,1862.4561633669728,1196.8179806787693,176.13847575671784,62.92120364803961,stromal,demo_sample
cell_00091,241.23261096332516,906.3606713681256,109.5382356649051,39.81535616531084,tumor,demo_sample
cell_00092,434.2007105934046,2757.7994328959962,147.87107423117254,43.89394168511066,stromal,demo_sample
cell_00093,1565.554863200952,262.2318877583819,149.49625617193095,86.64133574048512,stromal,demo_sample
cell_00094,1440.2850443493899,2067.8678344845994,66.6836010070638,26.792596000837,stromal,demo_sample
cell_00095,2899.2256787222727,2469.6441202448236,102.15226827506456,22.504173311525474,tumor,demo_sample
cell_00096,2846.8359967659608,2427.0109165239664,98.34657333399869,25.237769338971013,stromal,demo_sample
cell_00097,917.5111998974011,2870.2416486197253,121.41413042894172,30.58300049720364,tumor,demo_sample
cell_00098,2493.1169930000074,266.4168159325031,72.85956697419633,30.529041867254307,stromal,demo_sample
cell_00099,44.03832093990745,2393.8319128361795,93.81932617637115,33.74890959096139,tumor,demo_sample
cell_00100,2469.3682161568186,849.6763871107545,81.3311562599441,30.79866710198171,tumor,demo_sample
cell_00101,1386.1578605430727,1730.7751051569535,111.90315079608821,53.64248741860194,stromal,demo_sample
cell_00102,2135.735638490032,2978.1123730472013,67.32941524319682,36.11192204772228,stromal,demo_sample
cell_00103,1537.3154210657906,496.4952297552011,141.23818477963331,78.15839109690796,tumor,demo_sample
cell_00104,2566.309048886053,2742.183642824676,88.40197109718213,45.984210973393424,stromal,demo_sample
cell_00105,1551.8155214433955,2600.93477797219,149.54984117845547,69.92934222599911,stromal,demo_sample
cell_00106,861.766470018568,2314.6674023093447,118.37557938133764,60.397375821589215,tumor,demo_sample
cell_00107,2796.891218106704,2814.437175074311,59.15447877383387,30.842001449566485,stromal,demo_sample
cell_00108,459.1617076067545,1720.3225516792045,139.7759250823815,65.68805539063703,stromal,demo_sample
cell_00109,1445.455880180924,1310.8554880506508,89.0044596414527,41.51449004510191,stromal,demo_sample
cell_00110,374.07224329114206,2335.53997026314,79.31751481108745,46.03565937915864,tumor,demo_sample
cell_00111,301.02400223015024,2398.6872404628866,139.3422715245635,46.588532017536885,stromal,demo_sample
cell_00112,178.11641373927046,101.5908369145141,167.01013760717177,62.60758608439026,stromal,demo_sample
cell_00113,845.3243374443973,2832.714150450697,111.54957859420315,54.344894188087004,tumor,demo_sample
cell_00114,2291.2967702119336,575.4945132830088,113.95296907882252,32.06111321379026,stromal,demo_sample
cell_00115,2107.6032418440736,2110.136137461046,156.38327806967214,70.50223864460533,stromal,demo_sample
cell_00116,2465.3890182538803,998.9984430701568,185.5644224101009,110.85570451400916,tumor,demo_sample
cell_00117,893.7580650640807,2530.9357239378883,109.71632666445751,63.90806570146776,tumor,demo_sample
cell_00118,1446.9754680006067,995.3444787528075,168.28054968648752,51.92398777762271,tumor,demo_sample
cell_00119,1890.4833691099138,1848.3976006124822,54.080651224038405,16.357031047599033,tumor,demo_sample
cell_00120,1018.9392720530868,2074.315135934661,104.50193113118215,25.529529682003318,tumor,demo_sample
cell_00121,1009.7677925545768,2890.504678956447,85.7095010567258,27.9935021804197,tumor,demo_sample
cell_00122,647.8626330576533,2674.3322575360553,134.6200892449998,57.755498801059964,tumor,demo_sample
cell_00123,1564.4698514111415,141.53007478534718,126.0100086989903,75.34821090123141,stromal,demo_sample
cell_00124,2765.0872982678507,1333.708104910441,138.2981549341792,47.38214906463855,stromal,demo_sample
cell_00125,247.59339121469438,1875.0275845299966,139.68193774071338,82.68025307460196,tumor,demo_sample
cell_00126,2912.129258588598,2159.215176238405,138.7442396266598,74.22303037152834,stromal,demo_sample
cell_00127,2688.8387535018933,2049.2674163765832,158.70763324734867,80.52950140765887,tumor,demo_sample
cell_00128,1174.5834097580428,1360.1764623133822,89.21624991170161,44.678774086671034,stromal,demo_sample
cell_00129,99.71880423256208,1256.9185664742138,105.78079547424751,31.004487337064102,tumor,demo_sample
cell_00130,77.06641584516704,764.9148563408731,56.671634830349504,13.113523028294019,stromal,demo_sample
cell_00131,2861.893395101873,853.4846192234955,116.24558293754245,66.40671976889601,tumor,demo_sample
cell_00132,1821.2683090270232,2511.3318245834166,110.80127281204922,39.05709208980585,stromal,demo_sample
cell_00133,2080.910186999612,2413.5184291879364,156.192599167953,52.24877952430761,stromal,demo_sample
cell_00134,938.0805992699475,705.1724309385812,164.27470687605074,40.337031913271794,stromal,demo_sample
cell_00135,2564.150529854684,1871.5984908892226,147.1045655476694,51.870542308685195,stromal,demo_sample
cell_00136,566.631873544087,404.10420519362276,128.3602725702615,67.41995117206572,stromal,demo_sample
cell_00137,2100.220543709322,1188.6922732742528,92.48120265285183,40.151030648690515,tumor,demo_sample
cell_00138,415.37338047021575,419.0439530003745,73.78316429532961,43.446931089750656,tumor,demo_sample
cell_00139,2851.371392069341,2822.351491958183,144.65095708459745,81.40251516175174,tumor,demo_sample
cell_00140,2648.5986557902597,1945.8240587221237,140.24009903278386,46.470439635426594,tumor,demo_sample
cell_00141,2604.329031355427,990.4490731193982,152.48927663420233,82.30165091424323,tumor,demo_sample
cell_00142,2987.8606165058436,825.9480959325912,123.6973770106271,64.30479833612041,tumor,demo_sample
cell_00143,698.0568292490091,2329.6640019387123,91.65542357535632,23.0249125292661,stromal,demo_sample
cell_00144,2746.5808904029445,159.40224795861002,174.2756018583331,38.69226714837395,stromal,demo_sample
cell_00145,2079.6269990735464,78.62156586754143,100.37183058766752,38.8935554675801,tumor,demo_sample
cell_00146,2438.5079913813934,1812.1670836937296,69.36097579918223,28.188443565266947,tumor,demo_sample
cell_00147,1218.0371602465564,1829.260146165816,137.10316459844898,79.44590171264906,stromal,demo_sample
cell_00148,2300.7195446332453,2020.6003119636862,111.63771268577823,52.34466331778581,tumor,demo_sample
cell_00149,2139.366741905642,399.6798766607813,70.55998650631571,24.628339177417928,stromal,demo_sample
cell_00150,2222.6615451649673,2358.486991094733,100.5519148774036,36.16087985368186,stromal,demo_sample
cell_00151,1017.1207762017369,2473.7558105833405,158.70821486203482,63.98934098080361,tumor,demo_sample
cell_00152,784.0972598954144,2047.078169319095,53.765402242961,21.423668932990328,tumor,demo_sample
cell_00153,2648.1561591706704,1211.4115611779844,146.35191236002896,84.41787316944445,stromal,demo_sample
cell_00154,1227.8441553379214,2943.549042989166,118.2649199368478,34.176512032759184,tumor,demo_sample
cell_00155,2418.2233847614243,1116.114113521047,121.29439587060648,46.23721277229523,stromal,demo_sample
cell_00156,2085.045753607619,2488.157122696067,148.54915602582372,56.08005606279397,stromal,demo_sample
cell_00157,549.9521759513705,2518.8249676935166,137.19321981411917,72.08365977525108,tumor,demo_sample
cell_00158,518.8028124387953,633.40271552413,101.18070079078915,38.88121971206575,stromal,demo_sample
cell_00159,2265.9865262721673,2751.491718554941,114.70529962545113,41.781970340400655,tumor,demo_sample
cell_00160,2964.8356449843345,2108.3348738830305,56.49264302448569,32.21875573405995,tumor,demo_sample
cell_00161,2779.975636470133,2244.4065836604846,97.17755475039678,48.97678261999039,stromal,demo_sample
cell_00162,598.2325492824727,2804.6640081128453,105.34000856296927,52.873697583074495,stromal,demo_sample
cell_00163,873.9850590437608,1219.8225576166594,139.7356040694658,37.670579029386225,stromal,demo_sample
cell_00164,2700.4142658681903,531.7432994867781,111.48006361841581,43.518837899882236,stromal,demo_sample
cell_00165,2657.6187004769386,2565.955392912069,163.8947457852286,42.6624450328184,tumor,demo_sample
cell_00166,406.8619553507252,2309.4140734269577,99.15982962160541,24.01026268675285,stromal,demo_sample
cell_00167,379.5931351326859,1819.6362690603034,78.15126825563533,33.402226809239195,stromal,demo_sample
cell_00168,803.4911640978635,2481.595764217078,128.96907927190782,62.25464585971197,tumor,demo_sample
cell_00169,2331.804902830782,2097.4415044099865,110.43443275347431,51.8774737853454,stromal,demo_sample
cell_00170,2397.8850051069903,72.63588977213386,125.92148737882411,73.85847376008563,tumor,demo_sample
cell_00171,1293.6790655161024,712.9869813181315,153.15914379050776,71.02254942945888,tumor,demo_sample
cell_00172,2052.644832993806,1890.635845039939,120.76603272138011,57.241587306968285,stromal,demo_sample
cell_00173,529.211817444088,2216.4130445006067,115.53552335737126,62.44756768902576,tumor,demo_sample
cell_00174,323.8740259299209,775.3219379287938,174.30670099366003,98.45213635547393,tumor,demo_sample
cell_00175,2666.196085681713,179.91139324475813,74.70889472625126,29.043404206716307,tumor,demo_sample
cell_00176,2106.276747728078,106.29139911026387,147.76995341414425,57.27534231442036,stromal,demo_sample
cell_00177,2063.1295430947016,802.8472483724797,161.57727661377052,80.08763250012683,tumor,demo_sample
cell_00178,300.6178963049735,1812.4198240279943,122.49922163391673,64.1623887538715,tumor,demo_sample
cell_00179,2340.0273408839084,2300.9080007279526,138.26336342596514,49.85750766044297,tumor,demo_sample
cell_00180,1033.4846116866686,1073.4213016841895,61.51560019936847,17.48889328960981,stromal,demo_sample
cell_00181,2691.152340997173,1064.5226019617182,101.88335912690215,33.73933383099483,stromal,demo_sample
cell_00182,1257.6084397546795,2745.606485993505,135.30276422463473,75.17588438863442,tumor,demo_sample
cell_00183,554.8307968185638,82.67542431783059,87.20168107570794,33.099363047175046,tumor,demo_sample
cell_00184,957.8832680683815,368.78570022822464,185.1125808951063,75.59240210327823,stromal,demo_sample
cell_00185,119.06321854063361,1815.328214621033,151.6777384535085,75.45768866951423,stromal,demo_sample
cell_00186,2440.204610771505,2897.5800399776645,98.04276112942713,20.088376644154433,stromal,demo_sample
cell_00187,1654.484436161436,519.2593810130235,110.57453283583072,59.022823158948555,tumor,demo_sample
cell_00188,1938.4381047906,690.551820043719,161.4012611419353,85.94200616642924,tumor,demo_sample
cell_00189,272.8235565805974,1281.0291854124057,66.87446560936891,36.25555724057406,stromal,demo_sample
cell_00190,1451.4268222182338,2137.93393954169,91.42850078588903,46.53949598915749,stromal,demo_sample
cell_00191,1976.5451388075999,843.2844983988623,88.15543451407396,20.532072591932156,stromal,demo_sample
cell_00192,1563.1053389996905,1575.7272478792402,140.34146131290507,72.95656656808278,stromal,demo_sample
cell_00193,168.59416030001884,1575.9099483883897,145.38226304094314,70.73360521516464,tumor,demo_sample
cell_00194,1349.805448777183,1593.8330718198338,107.94177795726661,57.35086711623002,tumor,demo_sample
cell_00195,831.8381744199947,2236.3780591803165,176.1865221538324,42.661242166610904,tumor,demo_sample
cell_00196,1125.026467279723,948.6734832474051,111.18941661217636,46.85390810051714,stromal,demo_sample
cell_00197,861.5971297988459,1117.3004453179738,119.00416176323802,53.116081215407284,tumor,demo_sample
cell_00198,855.1276471353139,2393.5768578730385,107.43003033773415,35.73630529963285,tumor,demo_sample
cell_00199,2310.055461164373,724.4448205681148,119.70733811048848,69.66773887873559,tumor,demo_sample
cell_00200,757.0238380968686,1938.243022735848,113.00391802659816,64.30880874462345,stromal,demo_sample
cell_00201,2997.5840715963222,2853.918697562991,120.75029638617148,28.42584819808023,stromal,demo_sample
cell_00202,2854.6444648627853,1736.6054603058967,79.35745477953895,29.79945901593969,tumor,demo_sample
cell_00203,1263.8922928056186,2393.249219647826,129.83804163828466,49.74403443222608,stromal,demo_sample
cell_00204,85.90968822308697,2649.3120956460584,129.360124917668,32.606177796425584,stromal,demo_sample
cell_00205,1286.236919892714,2212.2326906292456,138.5077263789027,81.76468441966857,tumor,demo_sample
cell_00206,1062.3675653399312,276.3228094473261,196.6628734200001,89.98250850800467,stromal,demo_sample
cell_00207,527.1744625976704,726.3849274259178,86.93402101160251,33.03532337064815,stromal,demo_sample
cell_00208,2108.5380124762714,1875.6066915517813,58.94906814231322,14.445601152808473,stromal,demo_sample
cell_00209,669.6353356980145,2441.405922723573,103.68135211198961,45.652525820586064,stromal,demo_sample
cell_00210,1008.3778243080225,105.61795031343235,131.15189547188936,31.657383480537497,stromal,demo_sample
cell_00211,1741.855062609227,2725.4312217729903,105.03980668043089,49.02926587593559,stromal,demo_sample
cell_00212,1657.9947447179018,1516.9077275899294,155.0966405956806,65.3014663040153,stromal,demo_sample
cell_00213,1279.458774900339,1560.1641122286323,112.52648737632242,45.84962306265279,stromal,demo_sample
cell_00214,2317.6089300681037,1561.3247675219916,98.20387020151449,26.997864294749213,stromal,demo_sample
cell_00215,1006.9601519535864,2392.7548047014916,162.34634225618456,40.155701853446914,tumor,demo_sample
cell_00216,2653.445455879964,517.2712911263816,152.26758492537618,82.72783215182942,stromal,demo_sample
cell_00217,1381.3602234692298,1008.7429763296022,154.24910727166014,91.73614322770239,stromal,demo_sample
cell_00218,383.5676685442734,1592.661379841539,174.61916732295106,98.67622205992905,tumor,demo_sample
cell_00219,770.5787951054139,787.6874053082123,125.05312094348992,46.22953224247034,tumor,demo_sample
cell_00220,673.5891399110759,1139.2683513305592,95.26700916459356,35.23523649838502,stromal,demo_sample
cell_00221,2760.7205726254697,1974.2396898701268,71.20430328449797,17.827207143939717,tumor,demo_sample
cell_00222,1530.0009628821047,107.61166440188919,145.3155914025003,50.036514765608516,tumor,demo_sample
cell_00223,2105.981130832122,1192.24408844732,141.53764701369508,33.795726685030104,stromal,demo_sample
cell_00224,2661.7336379244107,77.29893573992841,117.10073517244992,69.07456695279375,stromal,demo_sample
cell_00225,1721.9311296536457,847.9951847414239,144.107090763445,39.25611387245472,tumor,demo_sample
cell_00226,134.87456760660055,2917.784225722716,122.9886797771136,43.398870181690086,tumor,demo_sample
cell_00227,188.8448064424112,371.81048885874924,136.60161479695483,65.06603032303411,tumor,demo_sample
cell_00228,488.37890946418673,2911.433827208407,126.1848490415138,45.97891267790008,tumor,demo_sample
cell_00229,1052.4750873573714,1930.067136198432,111.75567157449103,58.39014982230131,tumor,demo_sample
cell_00230,640.8758250067781,188.86623809824786,56.311970171938455,11.569589950288412,stromal,demo_sample
cell_00231,227.08512514230938,377.822501098297,151.0747862821029,84.31411507430327,tumor,demo_sample
cell_00232,1187.7922505496822,1426.6446985542536,133.56440918439725,38.82521213701957,tumor,demo_sample
cell_00233,2668.5472421830646,1541.1902164242742,165.57705384987483,41.33839609804489,stromal,demo_sample
cell_00234,2207.2599240647255,1812.217416641877,134.41782261103162,56.35219146261245,tumor,demo_sample
cell_00235,1683.0384318245879,816.0294766224376,149.70633864042344,72.4933017969686,stromal,demo_sample
cell_00236,2353.3052905582317,2275.3679640516652,100.27105780804123,45.532737685361546,stromal,demo_sample
cell_00237,982.1873358143955,8.1344253360629,162.99464568476776,50.45423958458291,stromal,demo_sample
cell_00238,2773.938808496964,768.0936706186936,139.88954289177357,71.34857543241989,stromal,demo_sample
cell_00239,1539.0803849252209,716.1063922386159,106.34707957830301,25.83555077327913,tumor,demo_sample
cell_00240,1554.9290617887875,335.40767148031335,129.8972443362321,63.466822341011415,stromal,demo_sample
cell_00241,1055.1522386660279,1025.1445604449987,119.59292913633142,71.434963560628,tumor,demo_sample
cell_00242,1693.5652665744076,2308.103931269344,123.20855704129262,41.25626538902893,tumor,demo_sample
cell_00243,2797.7391899432314,710.1415454566753,120.49346987790894,41.20233982905852,tumor,demo_sample
cell_00244,327.6565362742907,1174.1998160412804,109.26746581425951,25.04194236410143,stromal,demo_sample
cell_00245,1287.693205588393,1015.8086530646991,101.04688656351236,47.5587767813368,stromal,demo_sample
cell_00246,1832.6788019409055,1826.4600565001435,108.31868577591287,50.20102994117879,tumor,demo_sample
cell_00247,967.0307304823026,1577.8110331582598,142.89763318007803,30.38465436407758,stromal,demo_sample
cell_00248,2242.7326375877997,1065.477923583627,144.3569561266532,64.62714258529547,stromal,demo_sample
cell_00249,392.3173518329982,2160.84499741868,131.15998371039427,49.94889967598346,stromal,demo_sample
cell_00250,2062.204495344601,539.1990961735293,139.84996422156618,61.965272178223884,stromal,demo_sample
cell_00251,1289.0245567601503,424.0882181040444,142.03514222713187,65.65199636304209,stromal,demo_sample
cell_00252,30.12606952674468,1585.4225596289095,108.62654934470409,51.506510654164224,stromal,demo_sample
cell_00253,2967.959528618433,577.9410947577674,134.0463187658482,70.9729610786234,stromal,demo_sample
cell_00254,1020.8585511427431,820.0571854127584,138.42786588869419,37.910020785345914,stromal,demo_sample
cell_00255,1445.5180995517294,866.3350919113899,130.35555213955615,33.05676339659594,stromal,demo_sample
cell_00256,224.203462581653,1199.446690586369,174.08872237262221,78.01856530992795,stromal,demo_sample
cell_00257,1816.800564684179,2672.512581990358,123.61225784173752,72.78135727341106,tumor,demo_sample
cell_00258,84.60899650985442,969.2673687870788,199.80210842659886,83.6838305117307,stromal,demo_sample
cell_00259,1488.691049085187,1438.3750869218893,90.21697073895642,24.068583629451613,tumor,demo_sample
cell_00260,986.1771317774123,1882.7809273566136,95.61785219380147,39.500105076211874,stromal,demo_sample
cell_00261,564.465761112421,2913.677836879345,92.55741592828863,22.497612808363588,stromal,demo_sample
cell_00262,847.7112226838917,255.92720251248736,103.36257850042162,59.82398883258321,stromal,demo_sample
cell_00263,2433.509411917144,78.7824911982542,143.2295734345876,37.31001697595027,tumor,demo_sample
cell_00264,2996.1985130337976,1602.0213895559932,139.8059533219546,30.581802442631155,tumor,demo_sample
cell_00265,590.8047869733549,612.5398808224519,118.05136521454646,43.60380726608847,tumor,demo_sample
cell_00266,2524.3244474656385,684.1006179141284,131.17887189513192,44.551243736849194,tumor,demo_sample
cell_00267,2048.090213946252,2547.584723256809,76.64086214346099,17.995658541531924,tumor,demo_sample
cell_00268,1090.3014850624486,1560.0752154997692,122.29485007632965,61.87766069634093,stromal,demo_sample
cell_00269,1341.5652412519603,386.1857994477953,162.98684169173856,83.15163867690772,stromal,demo_sample
cell_00270,2899.0827597019256,2474.9002733719176,134.32394671394485,41.55405782369096,stromal,demo_sample
cell_00271,1181.8459390279706,675.8031057775736,158.93920668604713,66.22727487155223,tumor,demo_sample
cell_00272,2223.206695531427,2622.066034754296,107.5363949428416,38.809782857772795,tumor,demo_sample
cell_00273,2546.8590426444107,2650.4110854646083,73.5201961842078,36.507200663912094,tumor,demo_sample
cell_00274,1790.2441279710752,1386.5788669914741,118.96043418581081,48.62245686059516,stromal,demo_sample
cell_00275,1802.5359068503167,1068.015023436226,155.15432323643518,85.43120405092833,tumor,demo_sample
cell_00276,1518.6806707202804,2370.7476606167847,144.09099703731837,81.11667623089679,tumor,demo_sample
cell_00277,2830.700739499735,2839.49246192782,138.21696321345797,31.556358342706183,stromal,demo_sample
cell_00278,2712.3852184344237,31.34024779438782,170.71670020520463,54.32564379420671,tumor,demo_sample
cell_00279,2564.7151070467753,986.4820622467731,177.20348886322364,39.80775615292291,tumor,demo_sample
cell_00280,2452.0731357330296,2616.140405214848,121.18887761181547,26.907895851810114,tumor,demo_sample
cell_00281,1854.9912147747775,1877.7702637722598,102.22326451385882,50.77152037224687,tumor,demo_sample
cell_00282,2365.8823417357885,926.6522646197086,93.38290725927199,31.412823954833964,stromal,demo_sample
cell_00283,2149.5432052387437,767.1928545187608,91.63317248482065,31.652487879458345,tumor,demo_sample
cell_00284,2827.1170864588566,91.58406444003563,139.92052437138946,82.82711984289186,stromal,demo_sample
